question_id,knowledge_node_id,text,options,correct_answer,difficulty,p_s
b4c5d6e7-7f8a-4b9b-8bfe-1f2a3b4c5d6e,kp_avg_accel,SAMPLE for 'Average Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c5d6e7f8-8a9b-4cac-8c0f-2a3b4c5d6e7f,kp_avg_accel,SAMPLE for 'Average Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d6e7f8a9-9b0c-4dbd-8d10-3b4c5d6e7f8a,kp_avg_accel,SAMPLE for 'Average Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e7f8a9b0-0c1d-4ece-8e21-4c5d6e7f8a9b,kp_avg_accel,SAMPLE for 'Average Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f8a9b0c1-1d2e-4fdf-8f32-5d6e7f8a9b0c,kp_avg_accel,SAMPLE for 'Average Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a9b0c1d2-2e3f-4a0a-8a43-6e7f8a9b0c1d,kp_inst_accel,SAMPLE for 'Instantaneous Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b0c1d2e3-3f4a-4b1b-8b54-7f8a9b0c1d2e,kp_inst_accel,SAMPLE for 'Instantaneous Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c1d2e3f4-4a5b-4c2c-8c65-8a9b0c1d2e3f,kp_inst_accel,SAMPLE for 'Instantaneous Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d2e3f4a5-5b6c-4d3d-8d76-9b0c1d2e3f4a,kp_inst_accel,SAMPLE for 'Instantaneous Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e3f4a5b6-6c7d-4e4e-8e87-0c1d2e3f4a5b,kp_inst_accel,SAMPLE for 'Instantaneous Acceleration': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f4a5b6c7-7d8e-4f5f-8f98-1d2e3f4a5b6c,kp_slope_vel_time,SAMPLE for 'Slope of Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a5b6c7d8-8e9f-4a6a-8aa9-2e3f4a5b6c7d,kp_slope_vel_time,SAMPLE for 'Slope of Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b6c7d8e9-9f0a-4b7b-8bab-3f4a5b6c7d8e,kp_slope_vel_time,SAMPLE for 'Slope of Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c7d8e9f0-0a1b-4c8c-8cbc-4a5b6c7d8e9f,kp_slope_vel_time,SAMPLE for 'Slope of Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d8e9f0a1-1b2c-4d9d-8dcd-5b6c7d8e9f0a,kp_slope_vel_time,SAMPLE for 'Slope of Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e9f0a1b2-2c3d-4e0e-8dee-6c7d8e9f0a1b,kp_graph_pos_time_accel,SAMPLE for 'Position-Time Graph (Acceleration)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f0a1b2c3-3d4e-4f1f-8eff-7d8e9f0a1b2c,kp_graph_pos_time_accel,SAMPLE for 'Position-Time Graph (Acceleration)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a1b2c3d4-4e5f-4a2a-8a10-8e9f0a1b2c3d,kp_graph_pos_time_accel,SAMPLE for 'Position-Time Graph (Acceleration)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b2c3d4e5-5f6a-4b3b-8b21-9f0a1b2c3d4e,kp_graph_pos_time_accel,SAMPLE for 'Position-Time Graph (Acceleration)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c3d4e5f6-6a7b-4c4c-8c32-0a1b2c3d4e5f,kp_graph_pos_time_accel,SAMPLE for 'Position-Time Graph (Acceleration)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d4e5f6a7-7b8c-4d5d-8d43-1b2c3d4e5f6a,kp_tangent,SAMPLE for 'Tangent Technique': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e5f6a7b8-8c9d-4e6e-8e54-2c3d4e5f6a7b,kp_tangent,SAMPLE for 'Tangent Technique': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f6a7b8c9-9d0e-4f7f-8f65-3d4e5f6a7b8c,kp_tangent,SAMPLE for 'Tangent Technique': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a7b8c9d0-0e1f-4a8a-8a76-4e5f6a7b8c9d,kp_tangent,SAMPLE for 'Tangent Technique': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b8c9d0e1-1f2a-4b9b-8b87-5f6a7b8c9d0e,kp_tangent,SAMPLE for 'Tangent Technique': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c9d0e1f2-2a3b-4cac-8c98-6a7b8c9d0e1f,kp_inst_velocity,SAMPLE for 'Instantaneous Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d0e1f2a3-3b4c-4dbd-8da9-7b8c9d0e1f2a,kp_inst_velocity,SAMPLE for 'Instantaneous Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e1f2a3b4-4c5d-4ece-8eba-8c9d0e1f2a3b,kp_inst_velocity,SAMPLE for 'Instantaneous Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f2a3b4c5-5d6e-4fdf-8fcb-9d0e1f2a3b4c,kp_inst_velocity,SAMPLE for 'Instantaneous Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a3b4c5d6-6e7f-4a0a-8fdc-0e1f2a3b4c5d,kp_inst_velocity,SAMPLE for 'Instantaneous Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b4c5d6e7-7f8a-4b1b-8aed-1f2a3b4c5d6e,kp_area_accel_time,SAMPLE for 'Area under Acceleration-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c5d6e7f8-8a9b-4c2c-8bfe-2a3b4c5d6e7f,kp_area_accel_time,SAMPLE for 'Area under Acceleration-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d6e7f8a9-9b0c-4d3d-8c0f-3b4c5d6e7f8a,kp_area_accel_time,SAMPLE for 'Area under Acceleration-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e7f8a9b0-0c1d-4e4e-8d10-4c5d6e7f8a9b,kp_area_accel_time,SAMPLE for 'Area under Acceleration-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f8a9b0c1-1d2e-4f5f-8e21-5d6e7f8a9b0c,kp_area_accel_time,SAMPLE for 'Area under Acceleration-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a9b0c1d2-2e3f-4a6a-8f32-6e7f8a9b0c1d,kp_g,SAMPLE for 'Acceleration Due to Gravity ($\vec{g}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b0c1d2e3-3f4a-4b7b-8a43-7f8a9b0c1d2e,kp_g,SAMPLE for 'Acceleration Due to Gravity ($\vec{g}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c1d2e3f4-4a5b-4c8c-8b54-8a9b0c1d2e3f,kp_g,SAMPLE for 'Acceleration Due to Gravity ($\vec{g}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d2e3f4a5-5b6c-4d9d-8c65-9b0c1d2e3f4a,kp_g,SAMPLE for 'Acceleration Due to Gravity ($\vec{g}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e3f4a5b6-6c7d-4e0e-8d76-0c1d2e3f4a5b,kp_g,SAMPLE for 'Acceleration Due to Gravity ($\vec{g}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f4a5b6c7-7d8e-4f1f-8e87-1d2e3f4a5b6c,kp_free_fall,SAMPLE for 'Free Fall': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a5b6c7d8-8e9f-4a2a-8f98-2e3f4a5b6c7d,kp_free_fall,SAMPLE for 'Free Fall': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b6c7d8e9-9f0a-4b3b-8aa9-3f4a5b6c7d8e,kp_free_fall,SAMPLE for 'Free Fall': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c7d8e9f0-0a1b-4c4c-8bab-4a5b6c7d8e9f,kp_free_fall,SAMPLE for 'Free Fall': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d8e9f0a1-1b2c-4d5d-8cbc-5b6c7d8e9f0a,kp_free_fall,SAMPLE for 'Free Fall': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e9f0a1b2-2c3d-4e6e-8dcd-6c7d8e9f0a1b,kp_terminal_speed,SAMPLE for 'Terminal Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f0a1b2c3-3d4e-4f7f-8dee-7d8e9f0a1b2c,kp_terminal_speed,SAMPLE for 'Terminal Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a1b2c3d4-4e5f-4a8a-8eff-8e9f0a1b2c3d,kp_terminal_speed,SAMPLE for 'Terminal Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b2c3d4e5-5f6a-4b9b-8a10-9f0a1b2c3d4e,kp_terminal_speed,SAMPLE for 'Terminal Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c3d4e5f6-6a7b-4cac-8b21-0a1b2c3d4e5f,kp_terminal_speed,SAMPLE for 'Terminal Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d4e5f6a7-7b8c-4dbd-8c32-1b2c3d4e5f6a,kp_kin_eq_1,SAMPLE for 'Kinematic Equation (Definition of $\vec{a}_{av}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e5f6a7b8-8c9d-4ece-8d43-2c3d4e5f6a7b,kp_kin_eq_1,SAMPLE for 'Kinematic Equation (Definition of $\vec{a}_{av}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f6a7b8c9-9d0e-4fdf-8e54-3d4e5f6a7b8c,kp_kin_eq_1,SAMPLE for 'Kinematic Equation (Definition of $\vec{a}_{av}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a7b8c9d0-0e1f-4a0a-8f65-4e5f6a7b8c9d,kp_kin_eq_1,SAMPLE for 'Kinematic Equation (Definition of $\vec{a}_{av}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b8c9d0e1-1f2a-4b1b-8a76-5f6a7b8c9d0e,kp_kin_eq_1,SAMPLE for 'Kinematic Equation (Definition of $\vec{a}_{av}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c9d0e1f2-2a3b-4c2c-8b87-6a7b8c9d0e1f,kp_kin_eq_2,SAMPLE for 'Kinematic Equation (Displacement from Avg Velocity)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d0e1f2a3-3b4c-4d3d-8c98-7b8c9d0e1f2a,kp_kin_eq_2,SAMPLE for 'Kinematic Equation (Displacement from Avg Velocity)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e1f2a3b4-4c5d-4e4e-8da9-8c9d0e1f2a3b,kp_kin_eq_2,SAMPLE for 'Kinematic Equation (Displacement from Avg Velocity)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f2a3b4c5-5d6e-4f5f-8eba-9d0e1f2a3b4c,kp_kin_eq_2,SAMPLE for 'Kinematic Equation (Displacement from Avg Velocity)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a3b4c5d6-6e7f-4a6a-8fcb-0e1f2a3b4c5d,kp_kin_eq_2,SAMPLE for 'Kinematic Equation (Displacement from Avg Velocity)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b4c5d6e7-7f8a-4b7b-8fdc-1f2a3b4c5d6e,kp_kin_eq_3,SAMPLE for 'Kinematic Equation (no $\vec{v}_{f}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c5d6e7f8-8a9b-4c8c-8aed-2a3b4c5d6e7f,kp_kin_eq_3,SAMPLE for 'Kinematic Equation (no $\vec{v}_{f}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d6e7f8a9-9b0c-4d9d-8bfe-3b4c5d6e7f8a,kp_kin_eq_3,SAMPLE for 'Kinematic Equation (no $\vec{v}_{f}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e7f8a9b0-0c1d-4e0e-8c0f-4c5d6e7f8a9b,kp_kin_eq_3,SAMPLE for 'Kinematic Equation (no $\vec{v}_{f}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f8a9b0c1-1d2e-4f1f-8d10-5d6e7f8a9b0c,kp_kin_eq_3,SAMPLE for 'Kinematic Equation (no $\vec{v}_{f}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a9b0c1d2-2e3f-4a2a-8e21-6e7f8a9b0c1d,kp_kin_eq_4,SAMPLE for 'Kinematic Equation (no $\Delta t$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b0c1d2e3-3f4a-4b3b-8f32-7f8a9b0c1d2e,kp_kin_eq_4,SAMPLE for 'Kinematic Equation (no $\Delta t$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c1d2e3f4-4a5b-4c4c-8a43-8a9b0c1d2e3f,kp_kin_eq_4,SAMPLE for 'Kinematic Equation (no $\Delta t$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d2e3f4a5-5b6c-4d5d-8b54-9b0c1d2e3f4a,kp_kin_eq_4,SAMPLE for 'Kinematic Equation (no $\Delta t$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e3f4a5b6-6c7d-4e6e-8c65-0c1d2e3f4a5b,kp_kin_eq_4,SAMPLE for 'Kinematic Equation (no $\Delta t$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
